"input_text","_source","gold","text"
"Indicators : Access to electricity , Adjusted savings , Agricultural land , Agricultural methane emissions , Agricultural nitrous oxide emissions , Arable land , Bird species , CO2 emissions , CO2 emissions from gaseous fuel consumption , CO2 emissions from liquid fuel consumption , CO2 emissions from solid fuel consumption , Capture fisheries production , Coal rents , Energy related methane emissions , Fish species , Forest area , Forest rents , Land area , Land area where elevation is below 5 meters , Mammal species , @ENVIRONMENT$ , @PHENOMENA$ , Methane emissions in energy sector , Mineral rents , Natural gas rents , Nitrous oxide emissions , Nitrous oxide emissions in energy sector , Oil rents , PM2.5 air pollution , People practicing open defecation , People using at least basic drinking water services , People using at least basic sanitation services , People using safely managed drinking water services , People using safely managed sanitation services , Plant species , Population living in areas where elevation is below 5 meters , Renewable electricity output , Renewable energy consumption , Renewable internal freshwater resources , Renewable internal freshwater resources per capita , Rural land area , Rural land area where elevation is below 5 meters , Rural population living in areas where elevation is below 5 meters , Surface area , Terrestrial and marine protected areas , Terrestrial protected areas , Total fisheries production , Total natural resources rents , Urban land area , Urban land area where elevation is below 5 meters , Urban population living in areas where elevation is below 5 meters Methodology - Registry Source : Last updated at : ######## License - Creative Commons Attribution International CC-BY environment_indicators_for_greenland_1 country_name Country Name string # string country_name country_iso3 Country ISO3 string # string country_iso3 year Year gyear # gYear year indicator_name Indicator Name string # string indicator_name indicator_code Indicator Code string # string indicator_code value Value number # decimal value data/environment_indicators_for_greenland_1.csv csv original/environment-indicators-for-greenland-1.csv original/environment-indicators-for-greenland-1.csv csv text/csv 211273 environment hxl indicators greenland","entity_pair","NA","This approach is useful for complementing @ENVIRONMENT$ networks in countries with great biodiversity , insufficient biological information , and limited resources for @PHENOMENA$ ."
"@ORGANISM$ with more restricted distributions were more likely to show high @PHENOMENA$ vulnerability than widespread species .","entity_pair","INFLUENCE","Conclusions Given the important role that both @ORGANISM$ and earthworms play in structuring plant communities the implications of belowground-aboveground linkages should more broadly be considered when investigating @PHENOMENA$ effects on ecosystems ."
"@ORGANISM$ with more restricted distributions were more likely to show high @PHENOMENA$ vulnerability than widespread species .","entity_pair","INFLUENCE","Plant Diversity Impacts Decomposition and Herbivory via Changes in Aboveground Arthropods Loss of @ORGANISM$ diversity influences essential @PHENOMENA$ as aboveground productivity , and can have cascading effects on the arthropod communities in adjacent trophic levels ."
"@ORGANISM$ with more restricted distributions were more likely to show high @PHENOMENA$ vulnerability than widespread species .","entity_pair","NA","Relationship between Reproductive Allocation and Relative Abundance among 32 @ORGANISM$ of a Tibetan Alpine Meadow : Effects of Fertilization and @PHENOMENA$ Background Understanding the relationship between species traits and species abundance is an important goal in ecology and biodiversity science ."
"@ORGANISM$ with more restricted distributions were more likely to show high @PHENOMENA$ vulnerability than widespread species .","entity_pair","NA","Each disassembly of a food web resulted in a unique relationship between parasite richness and the richness of free-living @ORGANISM$ , because the @PHENOMENA$ trajectory of parasites was sensitive to the order of extinctions of free-living species ."
"@ORGANISM$ with more restricted distributions were more likely to show high @PHENOMENA$ vulnerability than widespread species .","entity_pair","NA","Similarly , modern ecosystems , in which invasive @ORGANISM$ are rampant , may be expected to exhibit similar shutdown of @PHENOMENA$ by vicariance as an outcome of the modern biodiversity crisis ."
"For example , measuring the physiological drought tolerance of plants has increased the predictability of differences among species in their ability to survive drought as well as the @QUALITY$ of @ORGANISM$ within and among ecosystems .","entity_pair","HAVE","We measured above- and below-ground carbon stocks as well as the @QUALITY$ of four groups of plants and eight of @ORGANISM$ on 14 representative plots in Sulawesi , Indonesia , ranging from natural rainforest to cacao agroforests that have replaced former natural forest ."
"For example , measuring the physiological drought tolerance of plants has increased the predictability of differences among species in their ability to survive drought as well as the @QUALITY$ of @ORGANISM$ within and among ecosystems .","entity_pair","INFLUENCE","Using a combination of @QUALITY$ analyses , metagenomics , and whole-genome sequencing , we reveal that the fungus garden microbiome of leaf-cutter @ORGANISM$ is composed of a diverse community of bacteria with high plant biomass-degrading capacity ."
"For example , measuring the physiological drought tolerance of plants has increased the predictability of differences among species in their ability to survive drought as well as the @QUALITY$ of @ORGANISM$ within and among ecosystems .","entity_pair","NA","Here we analyse patterns of marine mammal @QUALITY$ based on predictions of global distributional ranges for 115 @ORGANISM$ , including all extant pinnipeds and cetaceans ."
"For example , measuring the physiological drought tolerance of plants has increased the predictability of differences among species in their ability to survive drought as well as the @QUALITY$ of @ORGANISM$ within and among ecosystems .","entity_pair","NA","We tested speciesspecific differences of crown area , @QUALITY$ and stem inclination using a mixed effects model with @ORGANISM$ as fixed effect and plot as random effect ."
"For example , measuring the physiological drought tolerance of plants has increased the predictability of differences among species in their ability to survive drought as well as the @QUALITY$ of @ORGANISM$ within and among ecosystems .","entity_pair","NA","Mind that the azimuth may have to be corrected given the date and location , since it depends on the magnetic field of the earth.CSP metal tag number ( trees , woody debris ) ; Datagroup description : CSP metal tag number ( trees , @QUALITY$ debris ) ; Datagroup description : CSP @ORGANISM$ individuals were marked mostly with metal tags but also additional tags were used ."
"city-of-ny_fuhs-xmg2 Urban @ENVIRONMENT$ Ranger @ORGANISM$ Condition Response This dataset contains information about requests for animal assistance , relocation , and/or rescue completed by the ...","entity_pair","HAVE","There is no enhancement of biological productivity over the MAR ; @ENVIRONMENT$ @ORGANISM$ are replaced by benthic fauna otherwise unable to survive in the mid ocean ."
